"id","area_sqft","bedrooms","bathrooms","price","date","address","latitude","longitude"
"156057","1135","2","2","1250000","2023-03-15","3198 RIVERWALK AVENUE","49.20538","-123.03916"
"154961","613","1","1","360000","2023-02-11","1850 COMOX STREET","49.28897","-123.14078"
"96904","930","2","2","825000","2023-02-18","3451 SAWMILL CRESCENT","49.2060347","-123.0314885"
"97032","1350","2","2","1050000","2023-01-09","444 49TH AVENUE W","49.22572","-123.11562"
"8865","1682","2","2","1500000","2023-01-23","1010 BEACH AVENUE","49.27562","-123.1342"
"125931","753","2","1","560000","2023-01-17","3489 ASCOT PLACE","49.2395","-123.03201"
"136625","1803","2","3","2320000","2023-01-20","2238 40TH AVENUE W","49.23532","-123.15876"
"27965","660","1","1","735000","2023-03-20","939 EXPO BOULEVARD","49.2756495","-123.1151362"
"96303","452","1","1","535000","2023-01-19","8131 NUNAVUT LANE","49.21134","-123.11653"
"18338","962","2","2","789000","2023-02-12","5626 LARCH STREET","49.2353","-123.16234"
"18653","1125","3","2","1419900","2023-01-24","2550 GARDEN DRIVE","49.2615682","-123.0577635"
"67665","887","2","2","1094900","2023-03-21","2550 GARDEN DRIVE","49.2616262","-123.0577789"
"146207","1049","2","2","925000","2023-01-04","3220 4TH AVENUE W","49.26821","-123.1763"
"136586","1082","2","2","1449500","2023-08-03","7428 ALBERTA STREET","49.21735","-123.11266"
"96953","1016","2","2","870000","2023-01-30","863 16TH AVENUE W","49.25731","-123.12372"
"96057","651","1","1","443000","2023-01-05","2133 DUNDAS STREET","49.28507","-123.06055"
"56806","926","2","1","475000","2023-03-23","5926 TISDALL STREET","49.23171","-123.12167"
"126057","530","1","1","625000","2023-03-05","833 HOMER STREET","49.2794","-123.11773"
"37962","749","2","1","860000","2023-05-02","1740 COMOX STREET","49.2878","-123.13906"
"136110","808","1","1","680000","2023-01-30","2580 TOLMIE STREET","49.26413","-123.21176"
"68503","2437","2","4","4065000","2023-01-13","1372 SEYMOUR STREET","49.27459","-123.12756"
"18179","632","2","1","688000","2023-03-12","2435 KINGSWAY","49.241","-123.05549"
"8897","1502","3","3","2860000","2023-01-24","1289 HORNBY STREET","49.2776532","-123.1295763"
"37568","669","1","1","615000","2023-01-03","3557 SAWMILL CRESCENT","49.2058549","-123.0285662"
"86664","490","1","1","580000","2023-02-21","433 MARINE DRIVE SW","49.2111175","-123.1150628"
"87353","1208","3","2","1295000","2023-03-04","2083 33RD AVENUE W","49.2422249","-123.1531461"
"47929","761","1","1","1180000","2023-02-17","788 HAMILTON STREET","49.27874","-123.11502"
"145997","983","2","2","700000","2023-01-20","1530 MARINER WALK","49.2703456","-123.1398656"
"57590","862","1","1","900000","2023-07-06","1477 PENDER STREET W","49.28996","-123.12805"
"145679","615","1","1","585000","2023-02-01","5598 ORMIDALE STREET","49.23342","-123.02446"
"66860","520","1","1","540000","2023-03-30","2689 KINGSWAY","49.23867","-123.05047"
"8560","919","2","2","800000","2023-01-10","1825 8TH AVENUE W","49.26488","-123.14646"
"126184","610","1","1","687000","2023-02-23","89 2ND AVENUE W","49.2694215","-123.1062401"
"106789","960","1","1","899998","2023-04-15","1490 PENNYFARTHING DRIVE","49.27206","-123.14129"
"145813","734","2","2","610000","2023-01-16","3438 VANNESS AVENUE","49.2378","-123.0318"
"27224","560","1","1","365000","2023-01-11","2165 40TH AVENUE W","49.23582","-123.1575"
"77580","969","2","2","970000","2023-01-24","560 CARDERO STREET","49.29136","-123.12868"
"8479","852","2","2","701888","2023-01-09","3588 CROWLEY DRIVE","49.23538","-123.02872"
"145909","562","1","1","676500","2023-02-13","1333 GEORGIA STREET W","49.28899","-123.12753"
"67662","948","2","2","1080000","2023-04-21","677 41ST AVENUE W","49.2338448","-123.1203831"
"125928","383","1","1","580000","2023-02-02","567 HORNBY STREET","49.2853","-123.11829"
"116286","849","2","2","673000","2023-01-22","2965 HORLEY STREET","49.23938","-123.04459"
"106867","844","2","2","970000","2023-01-21","4655 VALLEY DRIVE","49.2442493","-123.151761"
"107027","1650","2","3","2375000","2023-01-26","1311 BEACH AVENUE","49.28117","-123.13834"
"28153","917","2","2","900000","2023-01-16","128 CORDOVA STREET W","49.28252","-123.10796"
"57662","902","2","2","925000","2023-01-16","1255 SEYMOUR STREET","49.27604","-123.12647"
"8899","1248","3","2","3100000","2023-02-04","3596 28TH AVENUE W","49.24664","-123.18485"
"47679","1004","3","2","780000","2023-01-05","2028 37TH AVENUE E","49.23668","-123.06504"
"28348","1139","2","2","1699000","2023-03-14","777 RICHARDS STREET","49.28045","-123.11804"
"116634","1046","2","2","999800","2023-03-07","1500 HORNBY STREET","49.27473","-123.13279"
"126666","1035","2","2","1258000","2023-01-16","4118 YUKON STREET","49.2486605","-123.1120751"
"136373","662","1","1","860000","2023-06-13","477 59TH AVENUE W","49.21717","-123.11566"
"8241","455","0","1","631500","2023-02-10","1289 HORNBY STREET","49.2778214","-123.1296535"
"57516","827","2","1","750000","2023-01-14","3590 26TH AVENUE W","49.24874","-123.18484"
"28263","888","2","2","1135000","2023-01-16","610 GRANVILLE STREET","49.28321","-123.11653"
"57414","727","1","1","720000","2023-03-28","788 HAMILTON STREET","49.27874","-123.11502"
"154946","531","1","1","385000","2023-04-23","1850 COMOX STREET","49.28897","-123.14078"
"146253","1668","2","2","1035000","2023-02-01","1425 LAMEY'S MILL ROAD","49.26844","-123.13583"
"155945","1110","2","2","933000","2023-03-07","5770 OAK STREET","49.23342","-123.12761"
"12492","843","2","1","575000","2023-01-28","1510 1ST AVENUE W","49.271177","-123.140382"
"18409","851","2","2","815000","2023-01-30","1272 COMOX STREET","49.28377","-123.13275"
"86321","495","1","1","438888","2023-01-23","3455 ASCOT PLACE","49.23911","-123.03239"
"106172","536","1","1","515000","2023-01-12","2733 CHANDLERY PLACE","49.20706","-123.05116"
"87283","1239","2","2","1048000","2023-01-15","5555 YEW STREET","49.23622","-123.15891"
"97082","803","2","1","1160000","2023-05-18","1351 CONTINENTAL STREET","49.27627","-123.12898"
"97124","1133","2","2","1330000","2023-02-16","210 5 AVENUE E","49.2662851","-123.1005767"
"77300","625","1","1","738000","2023-01-22","138 1ST AVENUE W","49.2700941","-123.107729"
"77725","1535","2","3","3400000","2023-05-11","620 CARDERO STREET","49.29063","-123.12992"
"86555","562","1","1","543888","2023-01-25","438 SEYMOUR STREET","49.28405","-123.11328"
"126586","1034","2","2","1040000","2023-02-16","6933 CAMBIE STREET","49.22197","-123.11727"
"146043","703","1","1","751000","2023-04-27","193 AQUARIUS MEWS","49.27392","-123.11815"
"37559","595","1","1","610800","2023-02-13","2040 CORNWALL AVENUE","49.27225","-123.1512"
"149980","745","1","1","640000","2023-02-09","1500 HOWE STREET","49.27417","-123.132"
"96683","679","1","1","688000","2023-01-07","233 KINGSWAY","49.26158","-123.09773"
"37777","946","1","1","710000","2023-02-02","1470 PENNYFARTHING DRIVE","49.27206","-123.14129"
"106680","741","2","1","768888","2023-01-16","955 HASTINGS STREET E","49.2811642","-123.0831144"
"149986","860","2","2","690000","2023-02-09","3520 CROWLEY DRIVE","49.23574","-123.02947"
"67609","1020","2","2","925000","2023-02-27","27 ALEXANDER STREET","49.2837","-123.10366"
"145802","513","1","1","600000","2023-02-21","1082 SEYMOUR STREET","49.27763","-123.12296"
"8675","888","1","1","880000","2023-02-11","1238 RICHARDS STREET","49.27523","-123.12472"
"46965","527","1","1","490000","2023-01-19","1333 HORNBY STREET","49.27706","-123.13092"
"86653","1282","2","2","570000","2023-04-14","1477 FOUNTAIN WAY","49.26898","-123.13615"
"155529","647","1","1","638000","2023-01-17","233 ROBSON STREET","49.27851","-123.115"
"18252","900","2","2","741500","2023-04-03","1268 BROADWAY W","49.26319","-123.13281"
"66995","417","0","1","563000","2023-05-07","1225 RICHARDS STREET","49.27579","-123.12494"
"77711","1175","2","2","1880000","2023-01-08","6168 EAST BOULEVARD","49.23023","-123.15481"
"135727","545","1","1","510000","2023-01-31","1503 65TH AVENUE W","49.21253","-123.14079"
"56813","946","2","1","470000","2023-02-09","5926 TISDALL STREET","49.23171","-123.12167"
"27522","778","2","1","510000","2023-01-04","1330 HARWOOD STREET","49.28165","-123.13807"
"156110","2139","3","2","2438000","2023-02-04","1102 HORNBY STREET","49.27912","-123.12656"
"47520","607","1","1","668000","2023-01-12","3538 SAWMILL CRESCENT","49.20537","-123.02923"
"38030","974","2","2","990000","2023-03-28","1009 EXPO BOULEVARD","49.2747366","-123.1163874"
"28281","1035","2","2","1195000","2023-02-19","1690 8TH AVENUE W","49.26432","-123.14293"
"67782","1480","2","3","2170000","2023-03-10","1228 MARINASIDE CRESCENT","49.27208","-123.12038"
"106425","703","1","1","639000","2023-01-29","2680 4TH AVENUE W","49.26806","-123.16577"
"155850","947","2","2","825000","2023-05-14","1570 7TH AVENUE W","49.26513","-123.13997"
"126656","1108","2","2","1248000","2023-01-16","1483 HOMER STREET","49.27207","-123.12677"
"126608","1097","2","2","1075000","2023-01-20","1833 CROWE STREET","49.26855","-123.1127"
"47243","598","1","1","598000","2023-01-21","1212 HOWE STREET","49.27738","-123.12733"
"86831","787","2","2","605000","2023-01-08","2733 CHANDLERY PLACE","49.20706","-123.05116"
"8521","534","1","1","793500","2023-05-19","87 NELSON STREET","49.2753549","-123.1163701"
"47664","527","1","1","785000","2023-02-26","89 NELSON STREET","49.27497","-123.11538"
"96789","672","1","1","735000","2023-01-15","3018 5TH AVENUE W","49.2674095","-123.1724328"
"96781","604","1","1","703000","2023-02-17","1239 GEORGIA STREET W","49.28773","-123.12563"
"28214","1068","2","2","955000","2023-01-09","2668 ASH STREET","49.2617471","-123.117742"
"77374","820","2","2","770000","2023-02-06","930 CAMBIE STREET","49.27667","-123.11659"
"126377","578","1","1","755000","2023-01-02","1688 PULLMAN PORTER STREET","49.2706366","-123.1038721"
"8898","1521","3","3","3000000","2023-04-07","1289 HORNBY STREET","49.2775437","-123.1297574"
"18069","724","1","1","600000","2023-02-24","22 CORDOVA STREET E","49.2822493","-123.1037077"
"86984","1123","2","2","745000","2023-04-20","950 CAMBIE STREET","49.27625","-123.11726"
"136569","1000","2","2","1253000","2023-01-12","198 AQUARIUS MEWS","49.27382","-123.11962"
"136552","1596","2","2","1220000","2023-06-27","1355 BROADWAY STREET","49.2636649","-123.1348349"
"8106","948","2","2","575000","2023-01-22","1988 37TH AVENUE E","49.23646","-123.06584"
"135361","436","1","1","325000","2023-03-08","1251 CARDERO STREET","49.285","-123.13988"
"96432","748","1","1","590000","2023-01-30","1146 HARWOOD STREET","49.27951","-123.13485"
"28104","795","1","2","822500","2023-01-31","1000 BEACH AVENUE","49.27562","-123.1342"
"47675","816","2","1","770000","2023-02-13","602 CITADEL PARADE","49.27909","-123.11017"
"67515","749","2","2","833000","2023-03-04","1331 ALBERNI STREET","49.28835","-123.1279"
"136476","616","1","1","975000","2023-01-08","1480 HOWE STREET","49.27489","-123.13117"
"47732","812","2","2","815000","2023-04-07","2220 KINGSWAY","49.2428","-123.06161"
"56626","541","1","1","372000","2023-01-09","2255 ETON STREET","49.28777","-123.05868"
"145262","664","1","1","419000","2023-02-13","2409 43RD AVENUE W","49.23294","-123.16183"
"116050","752","2","1","600000","2023-01-23","2272 DUNDAS STREET","49.28456","-123.05836"
"57435","1093","2","2","723000","2023-01-18","930 CAMBIE STREET","49.27667","-123.11659"
"145797","589","1","1","637200","2023-03-03","233 ROBSON STREET","49.27851","-123.115"
"146301","1262","2","2","1218000","2023-01-17","1003 PACIFIC STREET","49.27738","-123.13242"
"96580","617","2","1","650000","2023-01-06","5058 JOYCE STREET","49.2386","-123.03105"
"57422","616","1","1","725000","2023-03-04","928 BEATTY STREET","49.27583","-123.11563"
"37062","459","0","1","435800","2023-02-07","1432 KINGSWAY","49.2493","-123.07482"
"106303","543","1","1","585000","2023-02-06","1989 DUNBAR STREET","49.26886","-123.18403"
"146150","889","2","2","890000","2023-06-03","3581 KENT AVENUE NORTH E","49.204583","-123.0247506"
"116674","1281","2","2","1080000","2023-02-02","212 DAVIE STREET","49.2739","-123.12371"
"116593","945","2","2","905000","2023-01-12","2140 12TH AVENUE W","49.26073","-123.15418"
"56947","570","1","1","535000","2023-02-08","438 SEYMOUR STREET","49.28405","-123.11328"
"28228","904","2","2","1040000","2023-04-05","777 RICHARDS STREET","49.28045","-123.11804"
"87076","995","2","2","750000","2023-01-02","1508 MARINER WALK","49.27023","-123.13981"
"28364","1545","2","3","2468000","2023-04-15","620 CARDERO STREET","49.29063","-123.12992"
"155800","591","1","1","750000","2023-01-12","6328 CAMBIE STREET","49.2275309","-123.1161092"
"136533","951","2","2","1140000","2023-04-19","888 HOMER STREET","49.27847","-123.11806"
"8785","1386","2","2","1099000","2023-01-08","518 14TH AVENUE W","49.2586351","-123.1153549"
"18412","936","2","2","810000","2023-01-23","488 HELMCKEN STREET","49.27653","-123.12275"
"18529","921","2","2","985000","2023-02-27","1288 ALBERNI STREET","49.2874108","-123.1273713"
"77208","581","1","1","688800","2023-01-18","610 GRANVILLE STREET","49.28321","-123.11653"
"155947","1129","2","2","950000","2023-02-14","2445 3RD AVENUE W","49.2694","-123.16086"
"146331","1167","2","2","1470000","2023-02-07","181 1ST AVENUE W","49.2703849","-123.1087353"
"37260","620","1","1","535000","2023-05-04","4691 10TH AVENUE W","49.26417","-123.21499"
"86791","575","1","1","640000","2023-03-29","8488 CORNISH STREET","49.20949","-123.14173"
"37166","415","0","1","450000","2023-01-25","2239 KINGSWAY","49.24302","-123.05983"
"145917","849","2","1","700000","2023-01-03","1500 PENDRELL STREET","49.28533","-123.13729"
"67615","901","2","2","940000","2023-01-18","8488 CORNISH STREET","49.20949","-123.14173"
"57332","726","0","1","660000","2023-03-03","350 2ND AVENUE E","49.26677","-123.09717"
"38072","1070","2","2","1100000","2023-03-17","2988 ALDER STREET","49.25903","-123.13077"
"28208","995","2","2","990000","2023-03-09","53 HASTINGS STREET W","49.28213","-123.10636"
"106668","509","1","1","767500","2023-02-14","777 RICHARDS STREET","49.28045","-123.11804"
"96784","610","1","1","700000","2023-02-06","233 ROBSON STREET","49.27851","-123.115"
"115901","601","1","1","513000","2023-01-28","2023 FRANKLIN STREET","49.28236","-123.06333"
"96681","628","1","1","665000","2023-01-22","833 SEYMOUR STREET","49.2805","-123.11976"
"125655","548","1","1","470000","2023-01-27","3438 VANNESS AVENUE","49.2378","-123.0318"
"106961","1435","2","2","1300000","2023-02-19","1010 BEACH AVENUE","49.27562","-123.1342"
"27979","825","2","2","720000","2023-02-07","1833 FRANCES STREET","49.27959","-123.06692"
"86826","595","0","1","630000","2023-01-15","22 CORDOVA STREET E","49.2822493","-123.1037077"
"115903","569","1","1","530000","2023-01-25","1239 KINGSWAY","49.25205","-123.07907"
"77375","675","2","1","775000","2023-01-31","209 7TH AVENUE E","49.26486","-123.1004"
"116770","1550","2","3","2030000","2023-01-04","2968 BIRCH STREET","49.25916","-123.13356"
"136392","753","2","1","898000","2023-03-25","583 BEACH CRESCENT","49.27358","-123.12921"
"155617","746","2","2","696000","2023-01-24","2689 KINGSWAY","49.23867","-123.05047"
"106963","971","2","2","1255000","2023-02-03","38 SMITHE STREET","49.2745863","-123.1128816"
"18705","2450","3","2","3650000","2023-02-08","1861 BEACH AVENUE","49.28836","-123.14215"
"58558","1636","2","2","4299800","2023-06-14","1515 ALBERNI STREET","49.28995","-123.1303"
"86317","508","1","1","430000","2023-02-06","150 CORDOVA STREET E","49.28203","-123.10049"
"47614","733","1","1","740000","2023-01-05","181 1ST AVENUE W","49.2703849","-123.1087353"
"126568","930","2","2","963000","2023-02-13","1288 ALBERNI STREET","49.2874108","-123.1273713"
"47394","544","1","1","625000","2023-01-10","1030 BROADWAY W","49.26305","-123.12754"
"146337","1071","3","2","1556000","2023-02-28","5383 CAMBIE STREET","49.23679","-123.11668"
"126708","1640","2","2","1740000","2023-02-15","1425 6TH AVENUE W","49.2662903","-123.1364912"
"97003","860","2","2","982500","2023-04-12","2520 GUELPH STREET","49.2622","-123.09445"
"135506","675","1","1","445000","2023-01-16","2299 30TH AVENUE E","49.2410494","-123.0587913"
"106934","825","2","2","1190000","2023-01-31","1788 ONTARIO STREET","49.26953","-123.10423"
"96749","880","2","2","715000","2023-05-25","760 KINGSWAY","49.25585","-123.0888"
"17810","570","1","1","518000","2023-01-27","4028 KNIGHT STREET","49.24942","-123.07534"
"37972","755","1","1","865000","2023-01-07","1495 RICHARDS STREET","49.27362","-123.12812"
"126718","1343","3","2","2400000","2023-05-30","1483 HOMER STREET","49.27207","-123.12677"
"46736","560","1","1","319000","2023-01-05","1250 BURNABY STREET","49.28147","-123.13561"
"96050","597","1","1","440000","2023-01-28","2165 40TH AVENUE W","49.23582","-123.1575"
"57103","513","1","1","550000","2023-01-24","5598 ORMIDALE STREET","49.23342","-123.02446"
"146208","1025","2","2","915000","2023-01-06","1877 5TH AVENUE W","49.26742","-123.14733"
"145795","688","1","1","620000","2023-03-06","2100 3RD AVENUE W","49.26876","-123.15319"
"145998","645","1","1","715000","2023-01-18","2288 BROADWAY W","49.263771","-123.1571717"
"135853","607","1","1","585800","2023-02-09","630 BROADWAY E","49.26217","-123.09031"
"77496","849","2","2","854000","2023-04-06","2221 30TH AVENUE E","49.2424387","-123.0617029"
"27530","700","1","1","525000","2023-01-08","8430 JELLICOE STREET","49.20712","-123.04676"
"136399","681","1","1","898000","2023-01-11","1688 PULLMAN PORTER STREET","49.2706366","-123.1038721"
"86241","540","1","1","375000","2023-02-15","1534 HARWOOD STREET","49.28322","-123.1405"
"106977","1010","2","2","1378000","2023-01-17","1005 BEACH AVENUE","49.27691","-123.13406"
"96431","658","1","1","570000","2023-02-09","3588 CROWLEY DRIVE","49.23538","-123.02872"
"47251","571","1","1","560000","2023-01-05","1230 COMOX STREET","49.28337","-123.13222"
"155621","709","1","1","675000","2023-01-15","1220 BARCLAY STREET","49.28464","-123.12989"
"125662","544","1","1","500000","2023-01-05","1333 HORNBY STREET","49.27706","-123.13092"
"106671","651","1","1","775000","2023-01-31","7928 YUKON STREET","49.21262","-123.11427"
"27773","677","1","1","610000","2023-01-18","1009 EXPO BOULEVARD","49.2747366","-123.1163874"
"47660","929","2","2","786000","2023-04-24","3281 KENT AVENUE NORTH E","49.20669","-123.03769"
"155867","758","1","1","810000","2023-01-17","1438 RICHARDS STREET","49.27337","-123.12764"
"37997","1110","2","2","920000","2023-04-10","1132 HARO STREET","49.28425","-123.1271"
"66893","731","1","1","510000","2023-01-09","1066 8TH AVENUE E","49.2631","-123.08201"
"47740","956","2","2","840000","2023-02-17","668 CITADEL PARADE","49.2784","-123.11077"
"96779","654","1","1","715000","2023-02-28","6733 CAMBIE STREET","49.22391","-123.11719"
"126374","617","1","1","790000","2023-01-20","788 RICHARDS STREET","49.28039","-123.1172"
"156113","1720","2","2","2578000","2023-02-03","5885 YEW STREET","49.23298","-123.15907"
"106522","522","1","1","693000","2023-01-23","180 2ND AVENUE E","49.26885","-123.10121"
"18675","1072","2","2","1715000","2023-01-09","499 PACIFIC STREET","49.27388","-123.127"
"67180","861","2","2","616500","2023-02-06","2973 KINGSWAY","49.23632","-123.04322"
"116673","810","2","2","1095000","2023-01-30","1289 HORNBY STREET","49.2775437","-123.1297574"
"86829","675","1","1","630000","2023-01-13","2525 BLENHEIM STREET","49.26397","-123.17826"
"155418","480","0","1","569900","2023-01-07","311 6TH AVENUE E","49.26571","-123.0982"
"146255","885","2","2","1000000","2023-01-10","688 ABBOTT STREET","49.27916","-123.10704"
"136348","844","2","2","815000","2023-01-09","2055 YUKON STREET","49.26709","-123.11323"
"87055","813","2","2","770000","2023-04-18","4028 KNIGHT STREET","49.24942","-123.07534"
"155420","574","1","1","560000","2023-01-09","3663 CROWLEY DRIVE","49.23558","-123.02718"
"96788","1020","2","2","719000","2023-01-16","5350 BALSAM STREET","49.2377","-123.16089"
"106997","1256","2","2","1500000","2023-07-16","1228 HASTINGS STREET W","49.28885","-123.12388"
"28103","769","1","1","810000","2023-02-01","4883 MACLURE MEWS","49.24268","-123.15101"
"116193","560","1","1","600000","2023-01-07","1068 HORNBY STREET","49.27964","-123.12574"
"47241","766","2","1","572500","2023-01-26","860 BROADWAY E","49.26214","-123.0859"
"8095","670","1","1","570000","2023-02-13","3663 CROWLEY DRIVE","49.23558","-123.02718"
"87264","802","2","2","990000","2023-02-01","88 1ST AVENUE W","49.2700651","-123.1063601"
"77706","1005","2","2","1748000","2023-03-03","485 42ND AVENUE W","49.2326349","-123.1157078"
"126197","774","2","1","699000","2023-01-09","1450 7TH AVENUE E","49.26394","-123.07432"
"87373","1261","2","2","1480000","2023-01-18","499 BROUGHTON STREET","49.29059","-123.12717"
"106173","719","1","1","550000","2023-01-11","2080 KENT AVENUE SE","49.20656","-123.06514"
"106050","535","1","1","490000","2023-01-09","1540 4TH AVENUE E","49.26664","-123.07259"
"47239","502","1","1","599000","2023-02-12","131 REGIMENT SQUARE","49.27883","-123.10973"
"96577","508","1","1","625000","2023-01-22","928 HOMER STREET","49.27785","-123.11851"
"116383","737","1","1","710000","2023-02-04","1835 BARCLAY STREET","49.29063","-123.13797"
"155517","645","1","1","607000","2023-02-24","2020 8TH AVENUE W","49.264582","-123.1509057"
"155994","647","1","1","1039800","2023-01-29","1151 GEORGIA STREET","49.2868699","-123.1241293"
"87260","915","2","2","989000","2023-03-03","819 HAMILTON STREET","49.2788","-123.11652"
"18330","777","2","2","775000","2023-03-06","8570 RIVERGRASS DRIVE","49.20551","-123.02761"
"96679","646","1","1","660000","2023-01-26","3438 SAWMILL CRESCENT","49.20579","-123.03275"
"145886","645","1","1","685000","2023-04-11","63 2ND AVENUE W","49.2694149","-123.105967"
"155715","531","1","1","700000","2023-01-30","1480 HOWE STREET","49.27489","-123.13117"
"106673","699","1","1","770000","2023-01-31","77 WALTER HARDWICK AVENUE","49.2710749","-123.1062702"
"100834","960","2","2","832500","2023-01-31","3538 SAWMILL CRESCENT","49.20537","-123.02923"
"8750","779","1","1","952380","2023-01-14","1289 HORNBY STREET","49.2776532","-123.1295763"
"37971","648","2","1","888000","2023-01-14","285 10TH AVENUE E","49.2621333","-123.0990377"
"77684","1633","2","3","1480000","2023-03-25","1500 ALBERNI STREET","49.2894","-123.13083"
"145534","685","1","1","545000","2023-01-19","1551 11TH AVENUE W","49.26198","-123.13988"
"18498","1049","2","2","905000","2023-03-07","867 HAMILTON STREET","49.27848","-123.11704"
"17814","630","1","1","540000","2023-01-15","219 GEORGIA STREET E","49.27881","-123.09892"
"145685","676","1","1","558000","2023-01-11","2450 CORNWALL AVENUE","49.27241","-123.16121"
"156100","1332","2","2","1909000","2023-03-24","2088 BARCLAY STREET","49.2925","-123.14203"
"57622","799","2","2","865300","2023-01-09","1001 RICHARDS STREET","49.27795","-123.1217"
"77545","896","2","2","919000","2023-01-15","205 10TH AVENUE E","49.2621812","-123.1000291"
"8748","1189","2","2","993000","2023-01-15","847 HORNBY STREET","49.28218","-123.12293"
"17953","553","1","1","573000","2023-01-15","1500 HOWE STREET","49.27417","-123.132"
"18645","959","2","2","1329900","2023-02-15","889 PACIFIC STREET","49.276389","-123.1311517"
"135846","670","1","1","570000","2023-02-23","1515 5TH AVENUE E","49.26626","-123.07317"
